Date,Country,Buyer,Seller,Techno,Project size (MW),Tenor (years),Offtaker,Remarque,Source,Location,Technology Remark,Offtaker category
2017-09-01,United States,Connecticut Green Bank,Onyx Renewable Partners,Solar,20,25,,Will see the construction of a small rooftop system at the organisations headquarters.,Solar Power World,Connecticut,,Connecticut Green Bank
2017-08-01,United States,Easter Seals Hawaii,EnSync,Solar,0.01,20,,From the Solomon Forks wind farm.,Solar Power World,Hawaii,,Easter Seals Hawaii
2017-08-01,United States,Target,Infinity Renewables,Onshore Wind,100,,,From the Bishop Hill III wind project. Operational 2018.,Renewables Now,Kansas,,Target
2017-08-01,United States,WPPI Energy,Invenergy,Onshore Wind,132,25,,For the construciton of a new wind farm. Operational 2019.,Renewables Now,Illinois,,WPPI Energy
2017-08-01,United States,Austin Energy,Iberdrola,Onshore Wind,200,15,,For production from 3 solar sites due to be operational end of 2019.,Renewables Now,Texas,,Austin Energy
2017-07-01,United States,Hawaiin Electric Co,NRG Energy,Solar,110,,,Construction of a small ground mounted solar system.,Renewables Now,Hawaii,,Hawaiin Electric Co
2017-07-01,United States,Ashram Yoga Ranch,RER Energy Group,Solar,0.09,13,,For the 50 turbine Stoneray wind project.,Solar Power World,New York,,Ashram Yoga Ranch
2017-07-01,Spain,Factorenergia,Grupo Enhol,Onshore Wind,90,20,Utility,,,,,Factorenergia
2017-06-01,United States,,EDF Energies,Onshore Wind,100,,,Foro the construction of a new facility,Renewables Now,Minnesota,,
2017-06-01,United States,Goldman Sachs,NextEra Energy,Onshore Wind,68,,,New project Nobles 2. Operational december 2019.,Renewables Now,Pennsylvania,,Goldman Sachs
2017-06-01,United States,Minnesota Municipal Power Agency,Tenaska,Onshore Wind,250,20,,Will see rooftop solar systems installed on more than 200 units of a housing develoment.,Renewables Now,Minnesota,,Minnesota Municipal Power Agency
2017-05-01,United States,Kalaeloa Makai Residential Development,EnSync,Solar,,20,,For the production from the Kawailoa solar plant on Oahu.,Solar Power World,Hawaii,,Kalaeloa Makai Residential Development
2017-04-01,United States,Hawaiian Electric Company,NRG Energy,Solar,49,,,From the 160MW Barton wind farm.,Renewables Now,Hawaii,,Hawaiian Electric Company
2017-02-01,United States,Dairyland Power Cooperative,Avangrid Renewables,Onshore Wind,80,,,"The system, comprised of EnSync Energy’s patented Matrix Energy Management, its SuperModule™ containerized energy storage and approximately 400 kW of solar, will provide electricity to dedicated loads at the Oceanic Time Warner office and operations center in Kailua-Kona, Hawaii.",Renewables Now,Iowa,,Dairyland Power Cooperative
2017-02-01,United States,Oceanic Time Warner,EnSync,Solar,0.4,,,Will see the construction of the Springbok 3 Solar Farm. Operational in 2020,Solar Power World,Hawaii,,Oceanic Time Warner
2017-02-01,United States,LA Dept. of Water and Power / Southern California Public Power Authority,8Minute Solar Energy,Solar,90,,,Electricty will be received from the Tranquilty 8 Verde Solar Project in Fresno County. At the time of announcement was expected to operational in early 2018.,PV Magazine,California,,LA Dept. of Water and Power / Southern California Public Power Authority
2017-01-01,United States,Sacremento County Municpla Utility District,Recurrent Energy,Solar,60,20,,Will see the construction of the Valentine Solar Project in Kern County. At the time of announcment it was expected to be operational in December 2019.,Solar Power World,California,,Sacremento County Municpla Utility District
2017-01-01,United States,Southern California Edison,EDF Renewable North America,Solar,111.2,15,,Full production of a new facility due to be operational end of 2019.,Pv Magazine,California,,Southern California Edison
2017-01-01,United States,Great River Energy,NextEra Energy,Onshore Wind,300,,,,,,,Great River Energy
2020-03-01,France,Engie,Engie,Solar,26,15,Corporate,,Engie,,,Engie
2019-10-01,France,Unibail,Engie,Onshore Wind,9,3,Corporate,,Engie,,,Unibail
2019-12-01,France,Legrand,Engie,Hydro,2.43,3,Corporate,,Engie,,,Legrand
2019-11-01,France,CD54,Engie,Onshore Wind,25,1,Corporate,,Engie,,,CD54
2020-12-01,France,BPCE,Engie,Onshore Wind,19,5,Corporate,,Engie,,,BPCE
2020-07-01,France,Free,Engie,Onshore Wind+hydro,27.8,1,Corporate,"Baseload hydro 4,7MW",Engie,,,Free
2020-07-01,France,SIPPEREC,Engie,Onshore Wind,54,1,Corporate,,Engie,,,SIPPEREC
2021-06-01,France,SAUR,Engie,Hydro,4.6,3,Corporate,Baseload hydro,Engie,,,SAUR
2020-07-01,France,H2 Pau,Engie,Hydro,2.43,1.5,Corporate,Baseload hydro,Engie,,,H2 Pau
2021-06-01,France,Société Générale,Engie,Onshore Wind,9,1,Corporate,,Engie,,,Société Générale
